air_temp,apd,day,dewpoint,dpd,gust,hour,lat,lat_attr,lon,lon_attr,minute,month,mwd,obs_time,pressure,ptdy,station_id,tide,vis,water_temp,wave_height,wind_dir,wind_speed
4.7,,4,4.4,,5.1,12,41.306,41.306,-72.077,-72.077,10,4,,4/4/2018 12:10:00,1008.3,,LDLC3,,,,,100,4.6
-3.2,,4,-5.2,,12.4,12,43.947,43.947,-86.441,-86.441,0,4,,4/4/2018 12:00:00,,,LDTM4,,,,,340,5.7
-1.3,,4,-8,,18,12,58.54,58.54,-135.047,-135.047,22,4,,4/4/2018 12:22:00,1019.3,,LIXA2,,,,,320,12.9
14.7,,4,,,3.1,12,32.867,32.867,-117.257,-117.257,0,4,,4/4/2018 12:00:00,1016,-0.5,LJAC1,,,,,30,3.1
,,4,,13,,11,32.867,32.867,-117.257,-117.257,20,4,,4/4/2018 11:20:00,,,LJPC1,,,,0.5,20,1.5
23.4,,4,21.3,,3.6,12,26.613,26.613,-80.034,-80.034,0,4,,4/4/2018 12:00:00,1017.6,1.5,LKWF1,,,24.8,,290,2.6
17.5,,4,,,6.2,12,34.107,34.107,-81.271,-81.271,20,4,,4/4/2018 12:20:00,1009.5,,LMFS1,,,,,200,5.1
11.6,,4,,,1.5,12,37.795,37.795,-122.281,-122.281,0,4,,4/4/2018 12:00:00,1016.9,-0.9,LNDC1,,,,,240,1.5
24.8,,4,19.9,,4.6,12,24.844,24.844,-80.864,-80.864,0,4,,4/4/2018 12:00:00,1016,1.5,LONF1,,,25.2,,140,4.1
19.7,,4,,,10.3,12,28.885,28.885,-90.025,-90.025,10,4,,4/4/2018 12:10:00,1018.1,,LOPL1,,,,0.9,20,8.2
,,4,,,,12,46.106,46.106,-122.954,-122.954,0,4,,4/4/2018 12:00:00,1018,-0.4,LOPW1,,,7.5,,,
4.1,,4,,,23.7,11,41.481,41.481,-82.195,-82.195,30,4,,4/4/2018 11:30:00,,,LORO1,,,,,250,18.5
-4.9,,4,-6,,10.3,12,45.063,45.063,-83.429,-83.429,0,4,,4/4/2018 12:00:00,998.5,1.3,LPNM4,,,,,20,4.1
27.3,,4,,,4.6,12,17.695,17.695,-64.754,-64.754,0,4,,4/4/2018 12:00:00,1016.1,1.5,LTBV3,,,27.1,,100,2.1
19.5,,4,17.9,,,12,30.379,30.379,-81.446,-81.446,0,4,,4/4/2018 12:00:00,,,LTJF1,,5.9,,,,
-6.9,,4,-16.7,,14.4,12,46.486,46.486,-84.302,-84.302,0,4,,4/4/2018 12:00:00,1003.6,0.4,LTRM4,,,,,10,11.3
16.6,,4,,,14.4,12,29.076,29.076,-95.122,-95.122,0,4,,4/4/2018 12:00:00,1018.8,2.9,LUIT2,,,,,20,12.4
17.8,,4,,,10.8,12,38.783,38.783,-75.119,-75.119,0,4,,4/4/2018 12:00:00,1003,-1.6,LWSD1,,,6.7,,200,4.6
19.6,,4,,,11.8,12,37.995,37.995,-76.465,-76.465,0,4,,4/4/2018 12:00:00,1004,-0.7,LWTV2,,,10.9,,220,9.3
-5.9,,4,-11,,13.4,12,45.777,45.777,-84.721,-84.721,0,4,,4/4/2018 12:00:00,1002.8,1,MACM4,,,,,360,10.8
17,,4,,,18,12,28.422,28.422,-96.327,-96.327,0,4,,4/4/2018 12:00:00,1016.8,3.6,MBET2,,,23.9,,50,13.9
19.9,,4,,,,11,30.437,30.437,-88.011,-88.011,30,4,,4/4/2018 11:30:00,1016.6,,MBLA1,,,,,320,6.2
0.8,,4,,,,12,42.975,42.975,-82.419,-82.419,0,4,,4/4/2018 12:00:00,997.2,2.9,MBRM4,,,,,,
18.4,,4,,,2.6,12,30.649,30.649,-88.058,-88.058,0,4,,4/4/2018 12:00:00,1017.6,2.5,MCGA1,,,22.7,,300,2.1
-5.3,,4,-13.8,,13.4,12,46.546,46.546,-87.379,-87.379,0,4,,4/4/2018 12:00:00,1010.3,1.7,MCGM4,,,,,360,7.2
,,4,,,,12,27.914,27.914,-82.425,-82.425,0,4,,4/4/2018 12:00:00,,,MCYF1,,,25,,,
-2.2,,4,-5.4,,18,12,41.729,41.729,-86.912,-86.912,20,4,,4/4/2018 12:20:00,,,MCYI3,,,,,290,17
5.1,,4,,,10.8,12,43.969,43.969,-68.128,-68.128,0,4,,4/4/2018 12:00:00,1003.9,-3.8,MDRM1,,,,,120,10.3
-2.1,,4,,,22.1,11,44.248,44.248,-86.346,-86.346,40,4,,4/4/2018 11:40:00,1007.1,,MEEM4,,,,,350,18
11.3,,4,,,3.1,11,36.605,36.605,-121.889,-121.889,36,4,,4/4/2018 11:36:00,1017.2,,MEYC1,,,14.8,,300,2.6
26.7,,4,,,2.6,12,17.97,17.97,-67.046,-67.046,0,4,,4/4/2018 12:00:00,1015,1.7,MGIP4,,,27.5,,110,1
14,,4,,,10.3,12,29.682,29.682,-94.985,-94.985,0,4,,4/4/2018 12:00:00,1020.6,4.4,MGPT2,,,22,,20,6.2
18.7,,4,,,,12,30.667,30.667,-87.936,-87.936,0,4,,4/4/2018 12:00:00,1016.9,1.7,MHPA1,,,,,300,1
,,4,,,2.1,12,40.641,40.641,-74.162,-74.162,0,4,,4/4/2018 12:00:00,,,MHRN6,,,,,60,1.5
5,,4,,,6.7,12,43.784,43.784,-68.855,-68.855,0,4,,4/4/2018 12:00:00,1003.5,-3.2,MISM1,,,,,190,6.2
25.2,,4,,,,12,18.09,18.09,-67.939,-67.939,0,4,,4/4/2018 12:00:00,1015,1.7,MISP4,,,26.1,,,
-1.6,,4,-2.9,,21.6,12,43.227,43.227,-86.339,-86.339,20,4,,4/4/2018 12:20:00,1010.5,,MKGM4,,,,,350,19.6
24.8,,4,,,,12,25.012,25.012,-80.376,-80.376,0,4,,4/4/2018 12:00:00,,,MLRF1,,,,,60,0.5
-4.5,,4,,,10.3,12,43.045,43.045,-87.88,-87.88,10,4,,4/4/2018 12:10:00,,,MLWW3,,,,,300,7.2
-6,,4,-10,,11.3,12,45.096,45.096,-87.59,-87.59,0,4,,4/4/2018 12:00:00,1011,3.1,MNMM4,,,,,310,7.2
20.9,,4,,,9.8,12,36.778,36.778,-76.302,-76.302,0,4,,4/4/2018 12:00:00,1007.2,-1.3,MNPV2,,,13.3,,200,6.7
26.2,,4,,,5.7,11,21.433,21.433,-157.79,-157.79,36,4,,4/4/2018 11:36:00,1008.6,,MOKH1,,,25.1,,170,3.6
,,4,,,18,12,27.581,27.581,-97.217,-97.217,0,4,,4/4/2018 12:00:00,1017.7,3.5,MQTT2,,,24.3,,10,16.5
9.8,,4,,,,12,39.809,39.809,-75.415,-75.415,0,4,,4/4/2018 12:00:00,1000.9,-2.6,MRCP1,,,8.3,,,
2.9,,4,-0.2,,14.4,12,41.544,41.544,-82.731,-82.731,0,4,,4/4/2018 12:00:00,1003.7,3.1,MRHO1,,,,,240,6.7
-2.3,,4,,,7.7,12,61.082,61.082,-146.662,-146.662,0,4,,4/4/2018 12:00:00,1014.2,0,MRKA2,,,,,10,6.7
,,4,,,,12,33.656,33.656,-78.916,-78.916,0,4,,4/4/2018 12:00:00,1015.3,-0.4,MROS1,,,,,,
19.5,,4,,,10.8,11,29.441,29.441,-92.061,-92.061,0,4,,4/4/2018 11:00:00,,,MRSL1,,,,,,8.8
-26.6,,4,-30.6,,7.7,12,55.099,55.099,-131.182,-131.182,22,4,,4/4/2018 12:22:00,,,MRYA2,,,,,340,6.2
21.9,,4,19.1,,0.5,12,27.661,27.661,-82.594,-82.594,0,4,,4/4/2018 12:00:00,1017.5,1.8,MTBF1,,5.9,,,,0
6.7,,4,,,,12,41.048,41.048,-71.959,-71.959,0,4,,4/4/2018 12:00:00,1003.4,-3.6,MTKN6,,,4.6,,,
-6.3,,4,-10.5,,1.5,12,58.364,58.364,-134.606,-134.606,22,4,,4/4/2018 12:22:00,1019.5,,MVXA2,,,,,360,0.5
-3.9,,4,,,3.1,12,58.301,58.301,-134.425,-134.425,22,4,,4/4/2018 12:22:00,,,MXXA2,,,,,320,1.5
19.2,,4,,,3.6,12,30.398,30.398,-81.428,-81.428,0,4,,4/4/2018 12:00:00,1016.3,0.9,MYPF1,,,20.1,,190,2.6
11.5,,4,11.5,,2.6,12,38.035,38.035,-122.125,-122.125,0,4,,4/4/2018 12:00:00,1016.1,-0.5,MZXC1,,5.9,15.5,,250,1.5
-5.9,,4,,,12.9,11,46.087,46.087,-85.444,-85.444,40,4,,4/4/2018 11:40:00,1004.4,,NABM4,,,,,360,9.8
5.2,,4,5.2,,,11,41.637,41.637,-71.339,-71.339,45,4,,4/4/2018 11:45:00,987,,NAXR1,,,,,190,1.5
14.7,,4,,,3.1,12,36.087,36.087,-114.728,-114.728,20,4,,4/4/2018 12:20:00,1014.6,,NBBA3,,,16.1,0,270,2.6
8,,4,,,1,12,40.137,40.137,-74.752,-74.752,0,4,,4/4/2018 12:00:00,1001.4,-3.3,NBLP1,,,7,,,0
19.4,,4,,,8.8,12,38.32,38.32,-77.037,-77.037,0,4,,4/4/2018 12:00:00,1002,0,NCDV2,,,10.1,,210,6.2
13.6,,4,,,6.2,12,29.726,29.726,-95.266,-95.266,0,4,,4/4/2018 12:00:00,1020.6,4.7,NCHT2,,,23.4,,10,4.6
,,4,,,,12,48.367,48.367,-124.614,-124.614,0,4,,4/4/2018 12:00:00,1016.6,-0.9,NEAW1,,,8.8,,,
4.2,,4,,,,12,43.077,43.077,-79.014,-79.014,0,4,,4/4/2018 12:00:00,995.2,3.5,NIAN6,,,,,,
19.3,,4,17.8,,,11,33.349,33.349,-79.189,-79.189,45,4,,4/4/2018 11:45:00,1013,,NIWS1,,,,,220,4.6
0.7,,4,-0.9,,2.6,12,52.972,52.972,-168.855,-168.855,22,4,,4/4/2018 12:22:00,1005.1,,NKLA2,,,,,240,1
-3.9,,4,,,9.8,12,60.683,60.683,-151.399,-151.399,0,4,,4/4/2018 12:00:00,1011,0,NKTA2,,,-0.3,,30,6.2
-1.5,,4,-8.7,,13.4,12,58.255,58.255,-134.945,-134.945,22,4,,4/4/2018 12:22:00,1016.9,,NKXA2,,,,,40,10.3
13.8,,4,,,1.5,12,35.458,35.458,-114.666,-114.666,20,4,,4/4/2018 12:20:00,1014,,NLMA3,,,15.9,0,320,1
5.3,,4,,,3.1,12,41.361,41.361,-72.09,-72.09,0,4,,4/4/2018 12:00:00,1003.4,-3.2,NLNC3,,,5.4,,160,1.5
-8.4,,4,,,9.3,12,64.5,64.5,-165.43,-165.43,0,4,,4/4/2018 12:00:00,1025.4,-0.4,NMTA2,,,,,20,7.7
19.4,,4,18.1,,,11,34.155,34.155,-77.851,-77.851,45,4,,4/4/2018 11:45:00,1012,,NOXN7,,,,,250,4.1
-3.9,,4,,,,11,45.291,45.291,-86.977,-86.977,40,4,,4/4/2018 11:40:00,1009.1,,NPDW3,,,,,,
20.6,,4,,,,12,26.132,26.132,-81.807,-81.807,0,4,,4/4/2018 12:00:00,1016.3,1.3,NPSF1,,,24.2,,,
26.9,,4,,,2.6,12,-14.28,-14.28,-170.688,-170.688,0,4,,4/4/2018 12:00:00,1008,-1.1,NSTP6,,,29.8,,280,0.5
11.8,,4,,,3.6,11,34.405,34.405,-119.692,-119.692,36,4,,4/4/2018 11:36:00,1016.5,,NTBC1,,,,,70,2.6
8.5,,4,,,6.2,12,41.285,41.285,-70.096,-70.096,0,4,,4/4/2018 12:00:00,1005.6,-2.2,NTKM3,,,5.9,,180,4.1
,,4,,,11.8,12,27.832,27.832,-97.486,-97.486,0,4,,4/4/2018 12:00:00,1019,3.1,NUET2,,,23.2,,10,9.8
19,,4,,,2.1,12,30.027,30.027,-90.113,-90.113,0,4,,4/4/2018 12:00:00,1017.5,1.9,NWCL1,,,21.1,,360,1
5.1,,4,,,3.1,12,41.283,41.283,-72.908,-72.908,0,4,,4/4/2018 12:00:00,1003,-3.7,NWHC3,,,6.4,,140,1.5
6.3,,4,,,3.1,12,44.613,44.613,-124.067,-124.067,0,4,,4/4/2018 12:00:00,1018,-0.3,NWPO3,,,,,90,2.6
5.3,,4,,,4.6,12,41.504,41.504,-71.326,-71.326,0,4,,4/4/2018 12:00:00,1003.8,-3.3,NWPR1,,,4,,180,4.1
25.1,,4,,,11.3,12,21.954,21.954,-159.353,-159.353,0,4,,4/4/2018 12:00:00,1007.2,-1.5,NWWH1,,,24.3,,220,8.2
2,,4,,,,12,44.702,44.702,-75.494,-75.494,0,4,,4/4/2018 12:00:00,991.3,-4.4,OBGN6,,,,,,
18.5,,4,,,,12,30.705,30.705,-88.04,-88.04,0,4,,4/4/2018 12:00:00,1017.2,2.2,OBLA1,,,19.4,,,
11.8,,4,9.8,,,12,37.804,37.804,-122.341,-122.341,0,4,,4/4/2018 12:00:00,,,OBXC1,,5.9,,,,
9.5,,4,,,9.3,12,38.328,38.328,-75.091,-75.091,0,4,,4/4/2018 12:00:00,1005.6,-1.5,OCIM2,,,7.3,,220,7.7
,,4,,,,12,33.72,33.72,-118.273,-118.273,0,4,,4/4/2018 12:00:00,1017.1,,OHBC1,,,14.5,,,
-1.8,,4,,,5.1,11,41.912,41.912,-87.624,-87.624,0,4,,4/4/2018 11:00:00,,,OKSI2,,,,,340,2.6
11.6,,4,,,4.6,12,37.811,37.811,-122.333,-122.333,0,4,,4/4/2018 12:00:00,1017,-0.8,OKXC1,,,,,230,3.1
5.9,,4,,,15.4,12,43.341,43.341,-78.719,-78.719,0,4,,4/4/2018 12:00:00,993.9,2.7,OLCN6,,,,,240,11.8
,,4,,,0,11,52.94,52.94,-168.87,-168.87,36,4,,4/4/2018 11:36:00,,,OLSA2,,,,,,0
,,4,,,5.1,12,37.801,37.801,-122.33,-122.33,0,4,,4/4/2018 12:00:00,,,OMHC1,,,,,220,4.1
25,,4,,,3.6,12,21.303,21.303,-157.865,-157.865,0,4,,4/4/2018 12:00:00,1008.7,-0.9,OOUH1,,,24.6,,210,2.6
21.7,,4,,,1,12,27.858,27.858,-82.553,-82.553,0,4,,4/4/2018 12:00:00,1017.5,1.7,OPTF1,,,24.1,,100,1
17.2,,4,,,11.3,11,35.796,35.796,-75.548,-75.548,54,4,,4/4/2018 11:54:00,1011,,ORIN7,,,15.6,,190,10.3
9.2,,4,7.2,,11.3,12,43.464,43.464,-76.511,-76.511,0,4,,4/4/2018 12:00:00,991.6,-1.9,OSGN6,,,,,270,8.2
,,4,,,,12,59.44,59.44,-151.72,-151.72,0,4,,4/4/2018 12:00:00,1006.2,-0.6,OVIA2,,,4.3,,,
2.8,,4,-0.6,,,11,41.378,41.378,-82.508,-82.508,45,4,,4/4/2018 11:45:00,1003,,OWXO1,,,,,230,4.6
18.7,,4,,,3.1,12,30.152,30.152,-85.667,-85.667,0,4,,4/4/2018 12:00:00,1017.3,2.2,PACF1,,,22.3,,330,2.1
19.6,,4,,,13.9,12,27.634,27.634,-97.237,-97.237,0,4,,4/4/2018 12:00:00,1018.6,3.4,PACT2,,,23.3,,20,8.8
5.7,,4,3.6,,,11,48.464,48.464,-122.469,-122.469,30,4,,4/4/2018 11:30:00,1018,,PBFW1,,,,,160,4.1
0.4,,4,-7.4,,7.7,12,58.203,58.203,-134.148,-134.148,10,4,,4/4/2018 12:10:00,1018.4,,PBPA2,,,,,360,4.6
18.2,,4,,,1.5,12,30.213,30.213,-85.88,-85.88,0,4,,4/4/2018 12:00:00,1017.1,1.9,PCBF1,,,21.9,,350,1
23.1,,4,,,2.6,12,26.072,26.072,-97.167,-97.167,0,4,,4/4/2018 12:00:00,1015.3,2.4,PCGT2,,,,,70,1.5
19.2,,4,,,3.1,12,30.404,30.404,-87.211,-87.211,0,4,,4/4/2018 12:00:00,1017,0.8,PCLF1,,,22.6,,210,2.6
-5.7,,4,,,10.3,11,47.276,47.276,-88.528,-88.528,40,4,,4/4/2018 11:40:00,1016.3,,PCLM4,,,,,40,7.2
17.2,,4,,,16,12,28.446,28.446,-96.396,-96.396,0,4,,4/4/2018 12:00:00,1019.1,3.6,PCNT2,,,21.9,,10,13.4
10.8,,4,,,4.1,12,38.056,38.056,-122.039,-122.039,0,4,,4/4/2018 12:00:00,1015.7,-0.7,PCOC1,,,15.3,,240,3.6
25,,4,,,4.1,12,26.086,26.086,-80.116,-80.116,0,4,,4/4/2018 12:00:00,1016.1,1.5,PEGF1,,,,,140,3.1
,,4,,,2.6,12,33.735,33.735,-118.241,-118.241,0,4,,4/4/2018 12:00:00,,,PFDC1,,,,,140,2.1
13,,4,,,2.6,12,33.747,33.747,-118.215,-118.215,0,4,,4/4/2018 12:00:00,,,PFXC1,,,,,210,2.1
,,4,,,4.1,12,13.428,13.428,144.796,144.796,0,4,,4/4/2018 12:00:00,1009.8,1.9,PGBP7,,,,,60,1.5
0.4,,4,-6.5,,7.2,12,57.016,57.016,-134.618,-134.618,22,4,,4/4/2018 12:22:00,1016.7,,PGXA2,,,,,330,4.1
9,,4,,,,12,39.933,39.933,-75.142,-75.142,0,4,,4/4/2018 12:00:00,1000.7,-3,PHBP1,,,8.4,,,
,,4,,,11.3,12,59.742,59.742,-149.47,-149.47,0,4,,4/4/2018 12:00:00,1008,-1.4,PILA2,,,,,360,7.7
17.3,,4,,,6.7,12,29.179,29.179,-89.259,-89.259,0,4,,4/4/2018 12:00:00,1017.7,2.9,PILL1,,,15.3,,360,6.2
-7.8,,4,,,7.2,12,48.223,48.223,-88.366,-88.366,0,4,,4/4/2018 12:00:00,1017.6,1.4,PILM4,,,,,10,4.6
24.6,,4,,,5.1,12,24.693,24.693,-82.773,-82.773,0,4,,4/4/2018 12:00:00,1016.1,1.7,PLSF1,,,,,130,4.6
-0.4,,4,,,2.1,11,56.247,56.247,-134.647,-134.647,54,4,,4/4/2018 11:54:00,1017.7,,PLXA2,,,5,,350,1
19.8,,4,,,,12,27.638,27.638,-82.562,-82.562,0,4,,4/4/2018 12:00:00,1017.4,1.9,PMAF1,,,23.7,,,
23.1,,4,,,,12,26.559,26.559,-97.424,-97.424,0,4,,4/4/2018 12:00:00,1016.5,3.9,PMNT2,,,24.9,,,
-6.1,,4,,,11.3,12,45.968,45.968,-85.869,-85.869,0,4,,4/4/2018 12:00:00,1005.4,1.1,PNLM4,,,,,340,7.7
,,4,,,,12,30.368,30.368,-88.563,-88.563,0,4,,4/4/2018 12:00:00,,,PNLM6,,,21.9,,,
7.7,,4,,,1,11,42.739,42.739,-124.498,-124.498,54,4,,4/4/2018 11:54:00,1018.4,,PORO3,,,8.7,,340,0.5
13.7,,4,,,12.4,12,29.867,29.867,-93.931,-93.931,0,4,,4/4/2018 12:00:00,1020.2,2.8,PORT2,,,21.4,,30,8.8
-2.2,,4,,,11.8,12,61.06,61.06,-146.7,-146.7,0,4,,4/4/2018 12:00:00,1013.3,-0.5,POTA2,,,,,20,8.2
19.5,,4,,,,12,30.279,30.279,-87.556,-87.556,0,4,,4/4/2018 12:00:00,1017.6,1.7,PPTA1,,,,,,
,,4,,,9.8,12,38.134,38.134,-76.533,-76.533,0,4,,4/4/2018 12:00:00,,,PPTM2,,,,,230,9.3
12.1,,4,,,5.1,12,37.906,37.906,-122.365,-122.365,0,4,,4/4/2018 12:00:00,1017,-0.7,PPXC1,,,,,210,3.6
-15.5,,4,,,6.2,12,70.4,70.4,-148.527,-148.527,0,4,,4/4/2018 12:00:00,1041,-0.7,PRDA2,,,-1.9,,70,5.7
,,4,,,2.1,12,33.733,33.733,-118.186,-118.186,0,4,,4/4/2018 12:00:00,,,PRJC1,,,,,190,1
-0.1,,4,-7.2,,9.3,12,58.411,58.411,-134.955,-134.955,10,4,,4/4/2018 12:10:00,1017.6,,PRTA2,,,,,330,5.7
,,4,,,4.6,12,37.996,37.996,-122.977,-122.977,0,4,,4/4/2018 12:00:00,1016.3,-1.2,PRYC1,,,12.1,,340,3.6
13.5,,4,,,3.6,12,38.04,38.04,-121.887,-121.887,0,4,,4/4/2018 12:00:00,1015.4,-0.4,PSBC1,,,,,310,2.1
3.2,,4,,,10.8,12,44.905,44.905,-66.983,-66.983,0,4,,4/4/2018 12:00:00,1006.5,-5.2,PSBM1,,,3.5,,90,7.7
-0.7,,4,,,12.4,12,43.42,43.42,-82.54,-82.54,0,4,,4/4/2018 12:00:00,997.3,2.7,PSCM4,,,,,310,7.2
10.9,,4,,,3.1,12,35.169,35.169,-120.754,-120.754,0,4,,4/4/2018 12:00:00,1017.8,0,PSLC1,,,12.8,,90,1
18.3,,4,,,8.2,12,28.932,28.932,-89.407,-89.407,0,4,,4/4/2018 12:00:00,1018.8,3.4,PSTL1,,,15.4,,350,7.2
,,4,,,,12,42.691,42.691,-79.048,-79.048,0,4,,4/4/2018 12:00:00,996.8,3.8,PSTN6,,,,,,
,,4,,,2.1,12,33.768,33.768,-118.226,-118.226,0,4,,4/4/2018 12:00:00,,,PSXC1,,,,,140,1
18.5,,4,13,,19.6,12,27.826,27.826,-97.051,-97.051,0,4,,4/4/2018 12:00:00,1017.7,3.6,PTAT2,,,23.7,,10,16
4.5,,4,,,1,11,48.125,48.125,-123.441,-123.441,36,4,,4/4/2018 11:36:00,1017.8,,PTAW1,,,8.4,,,1
19.9,,4,,,8.2,12,30.213,30.213,-88.505,-88.505,0,4,,4/4/2018 12:00:00,1018.5,2,PTBM6,,,,,310,6.7
5.4,,4,,,5.1,12,41.638,41.638,-71.34,-71.34,0,4,,4/4/2018 12:00:00,1003.9,-3.3,PTCR1,,,,,220,3.1
10.9,,4,,,10.8,12,34.577,34.577,-120.648,-120.648,0,4,,4/4/2018 12:00:00,1017.7,0.6,PTGC1,,,,,360,9.8
-8.2,,4,-10.4,,12.9,12,46.485,46.485,-84.631,-84.631,0,4,,4/4/2018 12:00:00,1005.1,0.7,PTIM4,,,,,330,10.3
23.1,,4,,,3.1,12,26.061,26.061,-97.215,-97.215,0,4,,4/4/2018 12:00:00,1014.9,2.4,PTIT2,,,24.3,,50,2.1
-0.9,,4,-9,,8.2,12,58.346,58.346,-134.752,-134.752,22,4,,4/4/2018 12:22:00,1019.3,,PTLA2,,,,,360,6.7
18.9,,4,17.6,,,12,30.671,30.671,-88.031,-88.031,0,4,,4/4/2018 12:00:00,,,PTOA1,,5.9,,,,
26.1,,4,,,6.2,12,18.367,18.367,-67.251,-67.251,20,4,,4/4/2018 12:20:00,,,PTRP4,,,,,80,4.1
5.8,,4,,,3.1,12,48.111,48.111,-122.76,-122.76,0,4,,4/4/2018 12:00:00,1018.6,0,PTWW1,,,8.2,,100,2.6
5.4,,4,5.4,,5.7,12,41.786,41.786,-71.383,-71.383,0,4,,4/4/2018 12:00:00,1003.8,-3.6,PVDR1,,2.2,,,170,5.1
24.8,,4,20.5,,4.6,12,26.092,26.092,-80.109,-80.109,0,4,,4/4/2018 12:00:00,1016.5,1.4,PVGF1,,,,,170,3.1
-4.9,,4,,,8.2,11,43.388,43.388,-87.867,-87.867,40,4,,4/4/2018 11:40:00,1013.5,,PWAW3,,,,,300,5.1
,,4,,,0.5,12,33.764,33.764,-118.265,-118.265,0,4,,4/4/2018 12:00:00,,,PXAC1,,,,,,0
11.2,,4,,,3.6,12,37.798,37.798,-122.393,-122.393,0,4,,4/4/2018 12:00:00,1016,-0.7,PXOC1,,,,,250,2.1
11.8,,4,9.3,,,12,37.803,37.803,-122.397,-122.397,0,4,,4/4/2018 12:00:00,,,PXSC1,,5.9,,,,
5,,4,,,6.7,11,41.586,41.586,-71.407,-71.407,54,4,,4/4/2018 11:54:00,1004.3,,QPTR1,,,5.7,,180,6.2
,,4,,,12.9,12,46.264,46.264,-84.191,-84.191,0,4,,4/4/2018 12:00:00,1002.5,0.8,RCKM4,,,,,360,9.8
11.5,,4,,,4.6,12,37.923,37.923,-122.41,-122.41,0,4,,4/4/2018 12:00:00,1016.5,-0.7,RCMC1,,,14.5,,170,3.6
7.3,,4,,,,12,43.269,43.269,-77.626,-77.626,0,4,,4/4/2018 12:00:00,993,1.8,RCRN6,,,,,,
,,4,,,,12,29.8,29.8,-81.55,-81.55,0,4,,4/4/2018 12:00:00,,,RCYF1,,,22.8,,,
-10.6,,4,,,13.4,12,67.575,67.575,-164.067,-164.067,0,4,,4/4/2018 12:00:00,1030.1,-0.3,RDDA2,,,-1.8,,40,11.3
15.6,,4,,,,12,39.558,39.558,-75.572,-75.572,0,4,,4/4/2018 12:00:00,1000.5,-2.6,RDYD1,,,7.9,,,
-0.9,,4,-8.6,,13.4,12,58.177,58.177,-135.052,-135.052,22,4,,4/4/2018 12:22:00,1017.9,,RIXA2,,,,,350,9.8
17.5,,4,17.5,,,11,26.05,26.05,-81.701,-81.701,45,4,,4/4/2018 11:45:00,,,RKXF1,,,,,,
26.1,,4,,,8.8,12,26.262,26.262,-97.285,-97.285,0,4,,4/4/2018 12:00:00,1015.8,3.1,RLIT2,,,23.7,,340,7.2
15.6,,4,,,10.8,12,29.515,29.515,-94.513,-94.513,0,4,,4/4/2018 12:00:00,1019.9,4.2,RLOT2,,,19.5,,30,8.2
-7.5,,4,,,10.3,12,47.867,47.867,-89.313,-89.313,0,4,,4/4/2018 12:00:00,1018.5,1.5,ROAM4,,,,,350,9.3
7,,4,,,2.1,12,40.657,40.657,-74.065,-74.065,0,4,,4/4/2018 12:00:00,1002.5,-3.5,ROBN4,,,,,80,2.1
,,4,,,9.8,12,37.538,37.538,-76.014,-76.014,0,4,,4/4/2018 12:00:00,1006.5,-1,RPLV2,,,,,180,9.3
7.5,,4,,,18,12,43.263,43.263,-77.598,-77.598,0,4,,4/4/2018 12:00:00,993.9,1.7,RPRN6,,,,,250,11.3
19.5,,4,,,15.4,12,26.801,26.801,-97.471,-97.471,0,4,,4/4/2018 12:00:00,1017,4.3,RSJT2,,,25.5,,20,12.9
18.3,,4,,,16.5,12,27.84,27.84,-97.072,-97.072,0,4,,4/4/2018 12:00:00,1018.3,3.7,RTAT2,,,24.4,,20,12.4
11.1,,4,,,2.6,12,37.507,37.507,-122.212,-122.212,0,4,,4/4/2018 12:00:00,1016.9,-1.3,RTYC1,,,17.8,,150,1.5
24.5,,4,20.6,,,11,24.456,24.456,-81.877,-81.877,50,4,,4/4/2018 11:50:00,1015.8,1.4,SANF1,,,,,,
21.8,,4,,,0.5,11,27.761,27.761,-82.627,-82.627,54,4,,4/4/2018 11:54:00,1016.7,,SAPF1,,,23.5,,,0
20.6,,4,,,2.6,12,29.857,29.857,-81.265,-81.265,0,4,,4/4/2018 12:00:00,1017,1.4,SAUF1,,,17.5,,240,2.1
18.7,,4,18.7,,,12,31.418,31.418,-81.296,-81.296,0,4,,4/4/2018 12:00:00,1015,0,SAXG1,,,,,210,3.1
14.2,,4,,,1.5,12,36.05,36.05,-114.748,-114.748,20,4,,4/4/2018 12:20:00,1014.2,,SBBN2,,,15.2,0,330,1
7.3,,4,,,3.6,12,44.625,44.625,-124.045,-124.045,0,4,,4/4/2018 12:00:00,1018,-0.3,SBEO3,,,10.2,,100,3.1
3.3,,4,,,23.2,12,41.629,41.629,-82.841,-82.841,0,4,,4/4/2018 12:00:00,1002.8,3,SBIO1,,,,,250,20.1
-2,,4,,,13.9,12,43.81,43.81,-83.72,-83.72,0,4,,4/4/2018 12:00:00,998.6,2.7,SBLM4,,,,,320,12.4
15.4,,4,,,16.5,12,29.728,29.728,-93.87,-93.87,0,4,,4/4/2018 12:00:00,1021.1,2.3,SBPT2,,,22.4,,10,12.9
-1.4,,4,-8.1,,7.2,12,58.205,58.205,-134.646,-134.646,22,4,,4/4/2018 12:22:00,1018.5,,SCXA2,,,,,340,6.2
,,4,,,,12,32.714,32.714,-117.174,-117.174,0,4,,4/4/2018 12:00:00,1016.9,-0.5,SDBC1,,,18.5,,,
7,,4,,,1,12,40.467,40.467,-74.009,-74.009,0,4,,4/4/2018 12:00:00,1002.4,-3.8,SDHN4,,,6.4,,80,1
